Measurement
;BCTZ_16cikel za lukata loceno
Graph
;2 point resistances

Series
;2pt_fwd_resistance [Ohm] X-expression: $N11.TM
;Assigned to Axis: Time [min]
;2pt_fwd_resistance [Ohm] Y-expression: $N1.M2
;Assigned to Axis: Resistance [Ohm]

;2pt_rev_resistance [Ohm] X-expression: $N11.TM
;Assigned to Axis: Time [min]
;2pt_rev_resistance [Ohm] Y-expression: $N2.M2
;Assigned to Axis: Resistance [Ohm]

;DMM avg R [Ohm] X-expression: $N11.TM
;Assigned to Axis: Time [min]
;DMM avg R [Ohm] Y-expression: ($N1.M2+$N2.M2)/2
;Assigned to Axis: Resistance [Ohm]

Data
;Index;X data for 2pt_fwd_resistance [Ohm];Y data for 2pt_fwd_resistance [Ohm];X data for 2pt_rev_resistance [Ohm];Y data for 2pt_rev_resistance [Ohm];X data for DMM avg R [Ohm];Y data for DMM avg R [Ohm];
;1164;2360.0506833382;206236.5;2354.35621667071;206435.3;2360.05068326485;206352.35;
;1165;2360.99903334165;206287.2;2355.30611666618;206407.1;2360.99903328926;206409.6;
;1166;2361.94846667466;206342.3;2356.25385000254;206376.4;2361.94846661179;206459.95;
;1167;2362.89624999859;206389.4;2357.20161666744;206356.5;2362.89624998812;206504.55;
;1168;2363.84498333791;206397.8;2358.1496500026;206359.7;2363.84498332744;206511.2;
;1169;2364.79411667213;206352;2359.09931666683;206393.5;2364.79411656735;206465.35;
;1170;2365.74395000003;206283.6;2360.0506833382;206468.2;2365.74394992669;206390.6;
;1171;2366.69361667475;206192.7;2360.99903334165;206532;2366.69361667475;206296.95;
;1172;2367.64363333583;206112.9;2361.94846667466;206577.6;2367.64363334631;206214.55;
;1173;2368.5932333325;206042.2;2362.89624999859;206619.7;2368.59323328012;206146.9;
;1174;2369.54521667096;206022.2;2363.84498333791;206624.6;2369.54521656618;206124;
;1175;2370.49461666495;206045.1;2364.79411667213;206578.7;2370.49461663351;206155.2;
;1176;2371.44205000252;206102.9;2365.74395000003;206497.6;2371.44204993965;206210.7;
;1177;2372.39139999845;206122.5;2366.69361667475;206401.2;2372.39139989368;206224.2;
;1178;2373.34105000366;206109.5;2367.64363333583;206316.2;2373.34104994079;206212.75;
;1179;2374.29088333156;206123.7;2368.5932333325;206251.6;2374.29088330013;206229.95;
;1180;2375.24055000627;206145;2369.54521667096;206225.8;2375.24054991198;206254.4;
;1181;2376.19021667051;206180.1;2370.49461666495;206265.3;2376.19021666003;206286.85;
;1182;2377.13791666785;206197.8;2371.44205000252;206318.5;2377.13791665738;206303.8;
;1183;2378.08816667064;206223.7;2372.39139999845;206325.9;2378.08816660778;206329.65;
;1184;2379.03803333757;206253.6;2373.34105000366;206316;2379.03803323279;206359.1;
;1185;2379.98909999966;206253.9;2374.29088333156;206336.2;2379.98909995775;206355.6;
;1186;2380.93710000627;206214.9;2375.24055000627;206363.8;2380.93709991197;206317.75;
;1187;2381.88508333289;206190.7;2376.19021667051;206393.6;2381.88508330146;206288.7;
;1188;2382.83659999841;206127.6;2377.13791666785;206409.8;2382.83659987268;206222.25;
;1189;2383.78630000167;206039.2;2378.08816667064;206435.6;2383.78629989689;206132.4;
;1190;2384.7361833381;205960.6;2379.03803333757;206464.6;2384.73618322285;206050.9;
;1191;2385.686016666;205876.6;2379.98909999966;206457.3;2385.68601658219;205963.6;
;1192;2386.63363333675;205810.9;2380.93710000627;206420.6;2386.63363334723;205895.25;
;1193;2387.58321667439;205758.4;2381.88508333289;206386.7;2387.5832165801;205844.85;
;1194;2388.53145000176;205722.9;2382.83659999841;206316.9;2388.53144995985;205806.7;
;1195;2389.48133333819;205713.5;2383.78630000167;206225.6;2389.4813332858;205801.55;
;1196;2390.42905000504;205713.1;2384.7361833381;206141.2;2390.42904998409;205797.85;
;1197;2391.37923334027;205720.9;2385.686016666;206050.6;2391.37923326693;205803.95;
;1198;2392.33020000625;205722.2;2386.63363333675;205979.6;2392.33019991196;205804.45;
;1199;2393.27986667049;205733.2;2387.58321667439;205931.3;2393.27986666001;205819.4;
;1200;2394.22950000619;205745.9;2388.53145000176;205890.5;2394.22950000619;205834.8;
;1201;2395.17786666867;205769.6;2389.48133333819;205889.6;2395.17786658485;205863.55;
;1202;2396.12775000511;205782.6;2390.42905000504;205882.6;2396.12774991081;205867.75;
;1203;2397.07693333738;205773.2;2391.37923334027;205887;2397.07693325356;205852.45;
;1204;2398.02701666602;205758.4;2392.33020000625;205886.7;2398.02701659268;205841.85;
;1205;2398.97661667317;205750;2393.27986667049;205905.6;2398.97661667317;205830.95;
;1206;2399.92638333351;205754.4;2394.22950000619;205923.7;2399.92638321826;205837.2;
;1207;2400.8762166719;205764.3;2395.17786666867;205957.5;2400.8762165776;205846.5;
;1208;2401.82585000759;205764.7;2396.12775000511;205952.9;2401.82584992377;205845.3;
;1209;2402.77388333227;205745.2;2397.07693333738;205931.7;2402.77388327988;205825.25;
;1210;2403.72355000698;205748;2398.02701666602;205925.3;2403.72354989173;205826.6;
;1211;2404.6735000005;205750.6;2398.97661667317;205911.9;2404.67349989573;205833.7;
;1212;2405.62108333223;205757.4;2399.92638333351;205920;2405.62108324841;205840.4;
;1213;2406.57283333945;205768.4;2400.8762166719;205928.7;2406.57283325563;205850.95;
;1214;2407.52245000564;205777;2401.82585000759;205925.9;2407.52244989038;205858.85;
;1215;2408.47238334012;205849.2;2402.77388333227;205905.3;2408.47238332964;205937.55;
;1216;2409.4216666685;205924.6;2403.72355000698;205905.2;2409.42166661611;206011.2;
;1217;2410.37156667444;206008.3;2404.6735000005;205916.8;2410.37156664301;206089.65;
;1218;2411.32306667045;206030.8;2405.62108333223;205923.4;2411.32306665997;206110.85;
;1219;2412.27108333609;205997.9;2406.57283333945;205933.5;2412.27108331514;206075.25;
;1220;2413.22096667252;205940.7;2407.52245000564;205940.7;2413.22096664109;206017.45;
;1221;2414.16855000425;205888.2;2408.47238334012;206025.9;2414.16855000425;205962.05;
;1222;2415.11840000167;205838.9;2409.4216666685;206097.8;2415.11839992832;205914.4;
;1223;2416.06611666852;205795.5;2410.37156667444;206171;2416.06611662661;205869.65;
;1224;2417.01431666734;205759.3;2411.32306667045;206190.9;2417.014316594;205832.7;
;1225;2417.96208333224;205737.9;2412.27108333609;206152.6;2417.96208326938;205813.05;
;1226;2418.91225000843;205732.3;2413.22096667252;206094.2;2418.91224998748;205806.5;
;1227;2419.86223334097;205724.7;2414.16855000425;206035.9;2419.86223325715;205797.9;
;1228;2420.81161666545;205717.5;2415.11840000167;205989.9;2420.81161661306;205789.45;
;1229;2421.75911667058;205721;2416.06611666852;205943.8;2421.75911659724;205791.65;
;1230;2422.70925000776;205719.7;2417.01431666734;205906.1;2422.70924991346;205789.7;
;1231;2423.65865000174;205723.6;2417.96208333224;205888.2;2423.65864997031;205794.7;
;1232;2424.60670000641;205736.8;2418.91225000843;205880.7;2424.60669989116;205806.6;
;1233;2425.55631667259;205739.6;2419.86223334097;205871.1;2425.55631667259;205811.35;
;1234;2426.50636667269;205757.9;2420.81161666545;205861.4;2426.50636660983;205829.75;
;1235;2427.45405000052;205759.9;2421.75911667058;205862.3;2427.45404990623;205834.9;
;1236;2428.40233333642;205798.2;2422.70925000776;205859.7;2428.4023332526;205874.55;
;1237;2429.34993333765;205874.4;2423.65865000174;205865.8;2429.3499333167;205950.45;
;1238;2430.2976500045;205931.7;2424.60670000641;205876.4;2430.29765002546;206005.9;
;1239;2431.24788333778;205931.1;2425.55631667259;205883.1;2431.24788326444;206006.05;
;1240;2432.20015000552;205917;2426.50636667269;205901.6;2432.20014994266;205989.65;
;1241;2433.14788334188;205896.9;2427.45405000052;205909.9;2433.14788335236;205964;
;1242;2434.09590000752;205873.7;2428.40233333642;205950.9;2434.09590000752;205942.6;
;1243;2435.04575000494;205839.5;2429.34993333765;206026.5;2435.04574992112;205905.3;
;1244;2435.99333333666;205806.6;2430.2976500045;206080.1;2435.99333328428;205873;
;1245;2436.94329999969;205761.6;2431.24788333778;206081;2436.94329998922;205825.25;
;1246;2437.89458333398;205731.4;2432.20015000552;206062.3;2437.8945832816;205796;
;1247;2438.84449999896;205755.1;2433.14788334188;206031.1;2438.84450001991;205824.3;
;1248;2439.79621666716;205816.4;2434.09590000752;206011.5;2439.79621661478;205884.7;
;1249;2440.74395000353;205877.4;2435.04575000494;205971.1;2440.74395002448;205946.95;
;1250;2441.69411666924;205941.8;2435.99333333666;205939.4;2441.6941165959;206012.75;
;1251;2442.64348333469;205999.9;2436.94329999969;205888.9;2442.64348325087;206069.15;
;1252;2443.59313333989;206026.3;2437.89458333398;205860.6;2443.59313329798;206095.55;
;1253;2444.54116667504;206056.5;2438.84449999896;205893.5;2444.54116666457;206128.05;
;1254;2445.4915833415;206076;2439.79621666716;205953;2445.49158336245;206147.75;
;1255;2446.44253333798;206070;2440.74395000353;206016.5;2446.44253329607;206135.4;
;1256;2447.39213333465;206046.1;2441.69411666924;206083.7;2447.39213324036;206111.55;
;1257;2448.33989999956;206021.6;2442.64348333469;206138.4;2448.33989990526;206084.05;
;1258;2449.29196667508;205968.9;2443.59313333989;206164.8;2449.29196655983;206030.65;
;1259;2450.24158334127;205886.2;2444.54116667504;206199.6;2450.24158335174;205943.55;
;1260;2451.19113333989;205774.1;2445.4915833415;206219.5;2451.19113331893;205822.7;
;1261;2452.1409833373;205691;2446.44253333798;206200.8;2452.14098323253;205747.5;
;1262;2453.09038334177;205670;2447.39213333465;206177;2453.09038329986;205726.9;
;1263;2454.04005000601;205695.1;2448.33989999956;206146.5;2454.04004991171;205750.35;
;1264;2454.98974999879;205704;2449.29196667508;206092.4;2454.98974992544;205761.8;
;1265;2455.94006666914;205736.4;2450.24158334127;206000.9;2455.94006669009;205792.8;
;1266;2456.88968333532;205756.6;2451.19113333989;205871.3;2456.88968333532;205812.75;
;1267;2457.83955000225;205755.6;2452.1409833373;205804;2457.83954996034;205812.75;
;1268;2458.78911667038;205729;2453.09038334177;205783.8;2458.78911662847;205784.95;
;1269;2459.73845000728;205671.9;2454.04005000601;205805.6;2459.73845001776;205724.7;
;1270;2460.68728333223;205643.6;2454.98974999879;205819.6;2460.68728330079;205696.3;
;1271;2461.63794999942;205620.8;2455.94006666914;205849.2;2461.63794998894;205671.55;
;1272;2462.58628333337;205612.3;2456.88968333532;205868.9;2462.58628330193;205669.6;
;1273;2463.5341000068;205622.3;2457.83955000225;205869.9;2463.53409994394;205678.8;
;1274;2464.48551666574;205642.1;2458.78911667038;205840.9;2464.48551658192;205700.85;
;1275;2465.43380000163;205659.2;2459.73845000728;205777.5;2465.43379992829;205716.8;
;1276;2466.38311666902;205656;2460.68728333223;205749;2466.38311661663;205708.9;
;1277;2467.33108333661;205591.1;2461.63794999942;205722.3;2467.33108330518;205640.2;
;1278;2468.27938333154;205501.3;2462.58628333337;205726.9;2468.27938335249;205549.15;
;1279;2469.22686666716;205407.1;2463.5341000068;205735.3;2469.22686662525;205451.75;
;1280;2470.17475000815;205325.4;2464.48551666574;205759.6;2470.17474994529;205369.65;
;1281;2471.1244333419;205261.6;2465.43380000163;205774.4;2471.12443324761;205305.25;
;1282;2472.07225000486;205223.7;2466.38311666902;205761.8;2472.07224988961;205264.05;
;1283;2473.02446667454;205213.2;2467.33108333661;205689.3;2473.0244666012;205257.95;
;1284;2473.97381667048;205230.9;2468.27938333154;205597;2473.97381654475;205275.15;
;1285;2474.92355000228;205226.9;2469.22686666716;205496.4;2474.92354997084;205271.5;
;1286;2475.87718333933;205205.2;2470.17475000815;205413.9;2475.8771833498;205247.75;
;1287;2476.82656667428;205183.7;2471.1244333419;205348.9;2476.82656656951;205226;
;1288;2477.77645000024;205151.1;2472.07225000486;205304.4;2477.77644989546;205195;
;1289;2478.72615000349;205141.4;2473.02446667454;205302.7;2478.7261499092;205184.2;
;1290;2479.67601667042;205141;2473.97381667048;205319.4;2479.6760166809;205185.85;
;1291;2480.62578334124;205169;2474.92355000228;205316.1;2480.62578321551;205224.45;
;1292;2481.577016667;205222.2;2475.87718333933;205290.3;2481.57701655175;205270.5;
;1293;2482.5277000037;205294.4;2476.82656667428;205268.3;2482.52769994084;205346.25;
;1294;2483.47866666969;205362.1;2477.77645000024;205238.9;2483.47866657539;205412.45;
;1295;2484.42663333728;205426.2;2478.72615000349;205227;2484.42663326394;205478.95;
;1296;2485.37616666639;205468.8;2479.67601667042;205230.7;2485.37616667687;205519.6;
;1297;2486.3242499996;205489.3;2480.62578334124;205279.9;2486.3242499996;205536.9;
;1298;2487.27546666632;205487.9;2481.577016667;205318.8;2487.27546662441;205538.45;
;1299;2488.22716666502;205483.2;2482.5277000037;205398.1;2488.22716666502;205529.6;
;1300;2489.17676667217;205474.8;2483.47866666969;205462.8;2489.17676659883;205520.3;
;1301;2490.12718333863;205479.5;2484.42663333728;205531.7;2490.12718329672;205526.55;
;1302;2491.07661667163;205480;2485.37616666639;205570.4;2491.07661662973;205526.1;
;1303;2492.02596666757;205481.1;2486.3242499996;205584.5;2492.02596658375;205526.15;
;1304;2492.97536667204;205475.8;2487.27546666632;205589;2492.9753666406;205522.6;
;1305;2493.9255833358;205468.7;2488.22716666502;205576;2493.9255833358;205517.15;
;1306;2494.87468334148;205486.4;2489.17676667217;205565.8;2494.87468329957;205533.15;
;1307;2495.82691667019;205509.1;2490.12718333863;205573.6;2495.82691656542;205552.75;
;1308;2496.77598333685;205509.9;2491.07661667163;205572.2;2496.77598326351;205557.4;
;1309;2497.72451667348;205521.1;2492.02596666757;205571.2;2497.72451660014;205571.95;
;1310;2498.6736500077;205536.3;2492.97536667204;205569.4;2498.67364997626;205585.65;
;1311;2499.62188333506;205540.1;2493.9255833358;205565.6;2499.62188334554;205584.65;
;1312;2500.57336667203;205532.7;2494.87468334148;205579.9;2500.57336666156;205576.15;
;1313;2501.5231666714;205534.6;2495.82691667019;205596.4;2501.52316660853;205579.45;
;1314;2502.47278333758;205549.1;2496.77598333685;205604.9;2502.47278325376;205591.95;
;1315;2503.42431667261;205598.5;2497.72451667348;205622.8;2503.42431667261;205642.55;
;1316;2504.37426666613;205636.2;2498.6736500077;205635;2504.3742666766;205677.3;
;1317;2505.3260500019;205652.7;2499.62188333506;205629.2;2505.32604993903;205695.1;
;1318;2506.2738166668;205630.1;2500.57336667203;205619.6;2506.27381661441;205673.05;
;1319;2507.22531667328;205653.7;2501.5231666714;205624.3;2507.22531663138;205696.15;
;1320;2508.17521666875;205698.2;2502.47278333758;205634.8;2508.17521665827;205743.6;
;1321;2509.12461667322;205739.3;2503.42431667261;205686.6;2509.12461657892;205785.8;
;1322;2510.07443333161;205758.9;2504.37426666613;205718.4;2510.07443323731;205806.4;
;1323;2511.02440000512;205775;2505.3260500019;205737.5;2511.02439994225;205817.35;
;1324;2511.97553333477;205748.7;2506.2738166668;205716;2511.97553333477;205789.3;
;1325;2512.92348333285;205697.9;2507.22531667328;205738.6;2512.9234833119;205731.7;
;1326;2513.87128333678;205602.3;2508.17521666875;205789;2513.87128325296;205634.35;
;1327;2514.81930000242;205502.4;2509.12461667322;205832.3;2514.81929990812;205530.9;
;1328;2515.76728333952;205397.7;2510.07443333161;205853.9;2515.76728329761;205427.95;
;1329;2516.71716666548;205329.4;2511.02440000512;205859.7;2516.71716662357;205355.7;
;1330;2517.66500000842;205291.8;2511.97553333477;205829.9;2517.66499997699;205324;
;1331;2518.61300000455;205320.6;2512.92348333285;205765.5;2518.61299992073;205353.25;
;1332;2519.56296666758;205380;2513.87128333678;205666.4;2519.56296662567;205415.75;
;1333;2520.51250000717;205408.6;2514.81930000242;205559.4;2520.51249989192;205435.35;
;1334;2521.46241667215;205375.6;2515.76728333952;205458.2;2521.46241663024;205401.15;
;1335;2522.41168334149;205334.4;2516.71716666548;205382;2522.41168335197;205356.05;
;1336;2523.36186666624;205291.6;2517.66500000842;205356.2;2523.36186662433;205318.25;
;1337;2524.31123333168;205278.1;2518.61300000455;205385.9;2524.3112332793;205305.95;
;1338;2525.2610000025;205313;2519.56296666758;205451.5;2525.26099997107;205339.45;
;1339;2526.21245000046;205346.1;2520.51250000717;205462.1;2526.21245002141;205372.1;
;1340;2527.16393333743;205384;2521.46241667215;205426.7;2527.16393333743;205414.65;
;1341;2528.11393333948;205406.7;2522.41168334149;205377.7;2528.11393329757;205434.85;
;1342;2529.06178334146;205383.8;2523.36186666624;205344.9;2529.06178335194;205408.95;
;1343;2530.01165000838;205353.2;2524.31123333168;205333.8;2530.01164997695;205372.6;
;1344;2530.96126667457;205292.3;2525.2610000025;205365.9;2530.9612666117;205313.3;
;1345;2531.91070000757;205236.9;2526.21245000046;205398.1;2531.91069994471;205257.75;
;1346;2532.85866667517;205189.7;2527.16393333743;205445.3;2532.85866663326;205209.1;
;1347;2533.80735000595;205169;2528.11393333948;205463;2533.80735000595;205190.25;
;1348;2534.75668333238;205136.1;2529.06178334146;205434.1;2534.75668324856;205155.25;
;1349;2535.70451666485;205108.5;2530.01165000838;205392;2535.7045165915;205127.5;
;1350;2536.65416667005;205102;2530.96126667457;205334.3;2536.6541666491;205123.9;
;1351;2537.60215000715;205112.4;2531.91070000757;205278.6;2537.6021498919;205133.3;
;1352;2538.55020000134;205101.4;2532.85866667517;205228.5;2538.55019995943;205120.4;
;1353;2539.49796666624;205086.2;2533.80735000595;205211.5;2539.49796662433;205103.95;
;1354;2540.44781667413;205082.9;2534.75668333238;205174.4;2540.4478165484;205101;
;1355;2541.39775000862;205075.3;2535.70451666485;205146.5;2541.39774998766;205090.4;
;1356;2542.34711667406;205085.5;2536.65416667005;205145.8;2542.34711664263;205105.6;
;1357;2543.29670000123;205147.3;2537.60215000715;205154.2;2543.2966998755;205172.7;
;1358;2544.24495000858;205228.2;2538.55020000134;205139.4;2544.24494995619;205253.5;
;1359;2545.19438334159;205309.5;2539.49796666624;205121.7;2545.1943832892;205335.85;
;1360;2546.14263333846;205365;2540.44781667413;205119.1;2546.14263322321;205387.65;
;1361;2547.09408333641;205399.4;2541.39775000862;205105.5;2547.09408327355;205419;
;1362;2548.04535000119;205372.1;2542.34711667406;205125.7;2548.04535000119;205389;
;1363;2548.99551666691;205341;2543.29670000123;205198.1;2548.99551658309;205356;
;1364;2549.94501666748;205274.9;2544.24495000858;205278.8;2549.94501658366;205290.25;
;1365;2550.89520000271;205227.1;2545.19438334159;205362.2;2550.89520000271;205242;
;1366;2551.84268333833;205165.1;2546.14263333846;205410.3;2551.84268328594;205178.35;
;1367;2552.7909333352;205099.8;2547.09408333641;205438.6;2552.79093321995;205108.6;
;1368;2553.74188333168;205027.6;2548.04535000119;205405.9;2553.74188330024;205036.45;
;1369;2554.69186667469;204954.9;2548.99551666691;205371;2554.69186655944;204963.7;
;1370;2555.64115000307;204910.9;2549.94501666748;205305.6;2555.64114999259;204917.4;
;1371;2556.59095000243;204877;2550.89520000271;205256.9;2556.59094993956;204886.55;
;1372;2557.54106667009;204886.2;2551.84268333833;205191.6;2557.54106654436;204895.3;
;1373;2558.48885000451;204940.8;2552.7909333352;205117.4;2558.48884992069;204951.75;
;1374;2559.43828333751;204987.4;2553.74188333168;205045.3;2559.43828325369;204999.8;
;1375;2560.38813333493;205012.4;2554.69186667469;204972.5;2560.38813331397;205023.85;
;1376;2561.33778334013;205011;2555.64115000307;204923.9;2561.33778322488;205018;
;1377;2562.28748333291;204983.8;2556.59095000243;204896.1;2562.28748323862;204994.25;
;1378;2563.23716666666;204946.8;2557.54106667009;204904.4;2563.23716655141;204955.55;
;1379;2564.18546667206;204923.2;2558.48885000451;204962.7;2564.18546659872;204927.05;
;1380;2565.13525000191;204901.1;2559.43828333751;205012.2;2565.13524999144;204909.25;
;1381;2566.0867500084;204889.5;2560.38813333493;205035.3;2566.0867500084;204897.5;
;1382;2567.03503333381;204879.8;2561.33778334013;205025;2567.03503334429;204884.75;
;1383;2567.98654999933;204867;2562.28748333291;205004.7;2567.98654992599;204871.75;
;1384;2568.93780000508;204848.4;2563.23716666666;204964.3;2568.93779995269;204858.4;
;1385;2569.88978333306;204855.8;2564.18546667206;204930.9;2569.88978323876;204864.9;
;1386;2570.83890000824;204847.8;2565.13525000191;204917.4;2570.83889990346;204854.9;
;1387;2571.78696667193;204819.5;2566.0867500084;204905.5;2571.78696667193;204821.6;
;1388;2572.73666667519;204780.4;2567.03503333381;204889.7;2572.73666669615;204787.05;
;1389;2573.68461667327;204796.7;2567.98654999933;204876.5;2573.68461667327;204800.95;
;1390;2574.6344833402;204812.9;2568.93780000508;204868.4;2574.63448329829;204825.1;
;1391;2575.58435000712;204876.9;2569.88978333306;204874;2575.5843499233;204891.8;
;1392;2576.53926666593;204931.8;2570.83890000824;204862;2576.53926662402;204941.4;
;1393;2577.48921666993;204951.1;2571.78696667193;204823.7;2577.48921662802;204961.25;
;1394;2578.43925000052;204938;2572.73666667519;204793.7;2578.43925000052;204945.05;
;1395;2579.38639999833;204939.8;2573.68461667327;204805.2;2579.38639992499;204948.5;
;1396;2580.33458333812;204967.4;2574.6344833402;204837.3;2580.33458332764;204976.8;
;1397;2581.28418333479;204995.7;2575.58435000712;204906.7;2581.28418327193;205007.6;
;1398;2582.23405000172;205044;2576.53926666593;204951;2582.23404989694;205059.25;
;1399;2583.18180000759;205085.3;2577.48921666993;204971.4;2583.18180000759;205097.8;
;1400;2584.13168333354;205076.6;2578.43925000052;204952.1;2584.13168333354;205084.95;
;1401;2585.07946666796;205030.4;2579.38639999833;204957.2;2585.07946656318;205035.2;
;1402;2586.02961667464;204968.6;2580.33458333812;204986.2;2586.02961658034;204972.35;
;1403;2586.9787833374;204957.2;2581.28418333479;205019.5;2586.97878322215;204963.85;
;1404;2587.92935000849;204943.7;2582.23405000172;205074.5;2587.92934997706;204943.75;
;1405;2588.87843333418;204884.5;2583.18180000759;205110.3;2588.87843323988;204882.95;
;1406;2589.82648333884;204812.9;2584.13168333354;205093.3;2589.82648329693;204804.15;
;1407;2590.77646667138;204738;2585.07946666796;205040;2590.7764665666;204735;
;1408;2591.72576666926;204700.2;2586.02961667464;204976.1;2591.72576654353;204694.05;
;1409;2592.67608333961;204691.5;2586.9787833374;204970.5;2592.67608331866;204688.55;
;1410;2593.62541666604;204701.6;2587.92935000849;204943.8;2593.62541656126;204699.55;
;1411;2594.57503333222;204729.3;2588.87843333418;204881.4;2594.57503335318;204731.05;
;1412;2595.52511667134;204804.1;2589.82648333884;204795.4;2595.52511654561;204802.55;
;1413;2596.4765666693;204867.5;2590.77646667138;204732;2596.47656659596;204869.8;
;1414;2597.42616666597;204906.6;2591.72576666926;204687.9;2597.42616667645;204903.55;
;1415;2598.37633333169;204906.9;2592.67608333961;204685.6;2598.37633324787;204911.55;
;1416;2599.32778334012;204880.8;2593.62541666604;204697.5;2599.32778329821;204874.3;
;1417;2600.27713333606;204842.9;2594.57503333222;204732.8;2600.27713325224;204834.1;
;1418;2601.2268000003;204795;2595.52511667134;204801;2601.2268000003;204785.25;
;1419;2602.17671666527;204743;2596.4765666693;204872.1;2602.17671659193;204732.45;
;1420;2603.12639999902;204695.7;2597.42616666597;204900.5;2603.12639990472;204683.4;
;1421;2604.07603333471;204680.5;2598.37633333169;204916.2;2604.07603325089;204673.3;
;1422;2605.0243000011;204714.9;2599.32778334012;204867.8;2605.02429989632;204714;
;1423;2605.97371667507;204773.3;2600.27713333606;204825.3;2605.97371666459;204768;
;1424;2606.92176666926;204804.4;2601.2268000003;204775.5;2606.92176658544;204796.65;
;1425;2607.86998333759;204792.1;2602.17671666527;204721.9;2607.86998325377;204781.8;
;1426;2608.81986667402;204753.5;2603.12639999902;204671.1;2608.81986657972;204741.5;
;1427;2609.77485000039;204694.1;2604.07603333471;204666.1;2609.77484995849;204679.5;
;1428;2610.7245000056;204640.4;2605.0243000011;204713.1;2610.7245000056;204629.15;
;1429;2611.67208333733;204594.4;2605.97371667507;204762.7;2611.67208322207;204575.85;
;1430;2612.62336667161;204557.7;2606.92176666926;204788.9;2612.62336666114;204537.6;
;1431;2613.57349999831;204560.3;2607.86998333759;204771.5;2613.57349997736;204548;
;1432;2614.52100000344;204627.3;2608.81986667402;204729.5;2614.52099996153;204616.65;
;1433;2615.47068333719;204655.4;2609.77485000039;204664.9;2615.47068326385;204645.85;
;1434;2616.42048333655;204655.9;2610.7245000056;204617.9;2616.4204832213;204641.3;
;1435;2617.37195000402;204634;2611.67208333733;204557.3;2617.37194997258;204616.5;
;1436;2618.32043333212;204578.9;2612.62336667161;204517.5;2618.32043333212;204562.7;
;1437;2619.26980000804;204536.2;2613.57349999831;204535.7;2619.26979998709;204520.45;
;1438;2620.2215666743;204506;2614.52100000344;204606;2620.22156669525;204488.3;
;1439;2621.17285000859;204478;2615.47068333719;204636.3;2621.17284998763;204459.4;
;1440;2622.12055000593;204452.6;2616.42048333655;204626.7;2622.12054998497;204431.2;
;1441;2623.06891666842;204454.4;2617.37195000402;204599;2623.06891656364;204436.95;
;1442;2624.01828333386;204505.2;2618.32043333212;204546.5;2624.01828321861;204487.05;
;1443;2624.96818333981;204561.2;2619.26980000804;204504.7;2624.96818325599;204545.2;
;1444;2625.9176000033;204647.5;2620.2215666743;204470.6;2625.91760002426;204636.85;
;1445;2626.86773334048;204732.7;2621.17285000859;204440.8;2626.86773333;204724.3;
;1446;2627.81596666784;204785.8;2622.12055000593;204409.8;2627.81596656307;204775.9;
;1447;2628.76718333457;204779.8;2623.06891666842;204419.5;2628.76718333457;204761.65;
;1448;2629.71681667026;204736.9;2624.01828333386;204468.9;2629.71681668074;204723.05;
;1449;2630.66485000541;204751.1;2624.96818333981;204529.2;2630.66484989016;204735.75;
;1450;2631.61868333467;204772.5;2625.9176000033;204626.2;2631.61868328229;204760.25;
;1451;2632.56805000012;204808.4;2626.86773334048;204715.9;2632.56804993725;204791.85;
;1452;2633.51776667289;204831.9;2627.81596666784;204766;2633.51776666241;204813.3;
;1453;2634.46893334156;204852.1;2628.76718333457;204743.5;2634.4689333206;204835.6;
;1454;2635.41880000848;204850.3;2629.71681667026;204709.2;2635.41879993514;204834.15;
;1455;2636.36675000656;204822.3;2630.66485000541;204720.4;2636.36674992274;204802.85;
;1456;2637.31856667087;204754.2;2631.61868333467;204748;2637.31856659753;204728.4;
;1457;2638.26836667024;204646.7;2632.56805000012;204775.3;2638.26836654451;204614.65;
;1458;2639.21800000593;204568.9;2633.51776667289;204794.7;2639.21799989068;204536.25;
;1459;2640.16918333364;204519.7;2634.46893334156;204819.1;2640.16918324982;204489.4;
;1460;2641.11718334025;204455;2635.41880000848;204818;2641.11718335073;204422.9;
;1461;2642.06495000515;204374.7;2636.36675000656;204783.4;2642.06495001563;204342.65;
;1462;2643.01540000015;204311.6;2637.31856667087;204702.6;2643.01539998967;204278.35;
;1463;2643.96473333705;204255.1;2638.26836667024;204582.6;2643.96473323228;204220.3;
;1464;2644.91298333392;204214.9;2639.21800000593;204503.6;2644.91298331297;204183.75;
;1465;2645.86055000662;204200.1;2640.16918333364;204459.1;2645.86054997519;204165.7;
;1466;2646.81041667354;204197.3;2641.11718334025;204390.8;2646.8104166002;204165.85;
;1467;2647.76036666706;204223.7;2642.06495000515;204310.6;2647.76036659372;204191.4;
;1468;2648.71193334111;204240;2643.01540000015;204245.1;2648.71193328872;204206.65;
;1469;2649.6639333386;204232.8;2643.96473333705;204185.5;2649.66393326526;204197.5;
;1470;2650.61440000311;204212.5;2644.91298333392;204152.6;2650.61439994024;204182.15;
;1471;2651.56294999877;204226.2;2645.86055000662;204131.3;2651.56294996734;204192.55;
;1472;2652.51201666542;204274.1;2646.81041667354;204134.4;2652.5120166759;204246.65;
;1473;2653.46028333181;204363.9;2647.76036666706;204159.1;2653.46028332133;204340.35;
;1474;2654.40831666696;204455;2648.71193334111;204173.3;2654.40831667744;204430.9;
;1475;2655.35810000729;204521.3;2649.6639333386;204162.2;2655.35809992347;204491.8;
